当前路径,文件名,扩展名,文件大小,SHA-256,Git最早出现时间,Git最后修改时间,推定游戏年度,推定季度,推定档案类型,推定状态,是否当前权威入口,是否被其他文件引用,是否存在完全重复文件,是否存在近似重复文件,建议未来路径,分类置信度,备注和冲突
大明档案/诏书全集/崇祯11年夏《核阶足饷实屯练军兴社续制诏》.md,崇祯11年夏《核阶足饷实屯练军兴社续制诏》.md,.md,9318,53ee60f3da507de2a2205149267e076627dc8ca025cfb3e97bc2d3e99e63d864,2026-07-31T11:55:41-07:00,2026-07-31T11:55:41-07:00,崇祯11年,夏,正式提交诏书,正式提交（目录推定）,否,是（2）,否,否,01_季度回合/崇祯11年/夏/正式诏书原文/崇祯11年夏《核阶足饷实屯练军兴社续制诏》.md,0.91,引用示例: data/edicts/崇祯11年夏核阶足饷实屯练军兴社续制诏.json | data/strategy/崇祯11年夏九级军阶与军官部队考成计划.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯11年春《定部考官兴业通货改军御敌验收诏》.md,崇祯11年春《定部考官兴业通货改军御敌验收诏》.md,.md,10451,0d9a7f5ae09fb95b9c6c4db740404f7641e3ca5f02e2c3aec0a5fe960a891c97,2026-07-31T07:20:55-07:00,2026-07-31T08:20:39-07:00,崇祯11年,春,正式提交诏书,正式提交（目录推定）,否,是（2）,否,否,01_季度回合/崇祯11年/春/正式诏书原文/崇祯11年春《定部考官兴业通货改军御敌验收诏》.md,0.91,引用示例: data/edicts/崇祯11年春定部考官兴业通货改军御敌验收诏.json | data/strategy/崇祯11年春执行考成.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯11年秋《补枢实军兴工通海固本中兴诏》.md,崇祯11年秋《补枢实军兴工通海固本中兴诏》.md,.md,9771,a53584886136a546760534b59bda9dc78ac4809799ad1f2db3ede470038110b5,2026-07-31T22:17:21-07:00,2026-07-31T22:23:06-07:00,崇祯11年,秋,正式提交诏书,正式提交（目录推定）,是,是（5）,否,否,01_季度回合/崇祯11年/秋/正式诏书原文/崇祯11年秋《补枢实军兴工通海固本中兴诏》.md,0.91,仓库基线权威入口；其时间指针与玩家确认的12年春冲突；引用示例: CURRENT_ARCHIVE.md | data/archive_manifest.json | data/edicts/崇祯11年冬刷新军建足械兴商裕民收官诏.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯7年冬《验六耳固宣大定陕备春诏》.md,崇祯7年冬《验六耳固宣大定陕备春诏》.md,.md,15595,de2fbe414ce39accbda05a250ef64750e01ae1a9d92ac5a521b46b2ca16a4deb,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯7年,冬,正式提交诏书,正式提交（目录推定）,否,是（1）,否,否,01_季度回合/崇祯7年/冬/正式诏书原文/崇祯7年冬《验六耳固宣大定陕备春诏》.md,0.91,引用示例: uploads/index.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯7年夏《扩铳设六耳收陕防疫续赏诏》.md,崇祯7年夏《扩铳设六耳收陕防疫续赏诏》.md,.md,12714,91ce3698e899ba28fec13d4b5215a6f9867c9028de12674b4fa76ac85859941a,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯7年,夏,正式提交诏书,正式提交（目录推定）,否,是（2）,否,否,01_季度回合/崇祯7年/夏/正式诏书原文/崇祯7年夏《扩铳设六耳收陕防疫续赏诏》.md,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯7年春《补刑稳学扩军收陕春耕补库诏》.md,崇祯7年春《补刑稳学扩军收陕春耕补库诏》.md,.md,11174,3e33829af8ba7bf3619c4cd6586e75f070dbd7be43aec741829f650d82e374fd,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯7年,春,正式提交诏书,正式提交（目录推定）,否,是（2）,否,否,01_季度回合/崇祯7年/春/正式诏书原文/崇祯7年春《补刑稳学扩军收陕春耕补库诏》.md,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯7年秋.md,崇祯7年秋.md,.md,9611,6f3538f1054d904bd96854e6e470b3daf0ec13847d96e5cdb57ff13c607d15aa,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯7年,秋,正式提交诏书,正式提交（目录推定）,否,否,否,否,01_季度回合/崇祯7年/秋/正式诏书原文/崇祯7年秋.md,0.91,正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯8年冬《固八镇防冬备春耕诏》.md,崇祯8年冬《固八镇防冬备春耕诏》.md,.md,12481,fca6b143932f340f03553f380769895cecc2a234d2a07fd376c04590011957cb,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯8年,冬,正式提交诏书,正式提交（目录推定）,否,否,否,否,01_季度回合/崇祯8年/冬/正式诏书原文/崇祯8年冬《固八镇防冬备春耕诏》.md,0.91,正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯8年夏《固北疆扩火器兴农工大赏天下诏》.md,崇祯8年夏《固北疆扩火器兴农工大赏天下诏》.md,.md,17834,98c0e853aff1157c25ed3341305d797bafbc14ac35e58d9deef3ae5f11bf0c88,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯8年,夏,正式提交诏书,正式提交（目录推定）,否,是（1）,否,否,01_季度回合/崇祯8年/夏/正式诏书原文/崇祯8年夏《固北疆扩火器兴农工大赏天下诏》.md,0.91,引用示例: uploads/index.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯8年春《治疫定陕扩产兴学大赏天下诏》.md,崇祯8年春《治疫定陕扩产兴学大赏天下诏》.md,.md,14038,6238b49a0f2c1781d9850d024f6f946e9321dc2940eb645ca9804e30967378c4,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯8年,春,正式提交诏书,正式提交（目录推定）,否,是（1）,否,否,01_季度回合/崇祯8年/春/正式诏书原文/崇祯8年春《治疫定陕扩产兴学大赏天下诏》.md,0.91,引用示例: uploads/index.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯8年秋《固北疆开海扩贸兴工兴学大赏天下诏》.md,崇祯8年秋《固北疆开海扩贸兴工兴学大赏天下诏》.md,.md,15600,09ed77737003d7ef929a584195ed9476dc0b81b69a5090e53e095d9be53de6e6,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯8年,秋,正式提交诏书,正式提交（目录推定）,否,是（3）,否,否,01_季度回合/崇祯8年/秋/正式诏书原文/崇祯8年秋《固北疆开海扩贸兴工兴学大赏天下诏》.md,0.91,引用示例: data/edicts.json | uploads/index.json | 大明档案/诏书全集/诏书全集.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯9年冬《定职清费援朝固藩安民续制诏》.md,崇祯9年冬《定职清费援朝固藩安民续制诏》.md,.md,12493,c224c8406d364115f65c7098297668fd332d2487702d58de4d361043d424b1b4,2026-07-31T01:01:35-07:00,2026-07-31T01:01:35-07:00,崇祯9年,冬,正式提交诏书,正式提交（目录推定）,否,是（1）,否,否,01_季度回合/崇祯9年/冬/正式诏书原文/崇祯9年冬《定职清费援朝固藩安民续制诏》.md,0.91,引用示例: data/edicts/崇祯9年冬定职清费援朝固藩安民续制诏.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯9年春《固边收陕保春耕扩工兴学续赏诏》.md,崇祯9年春《固边收陕保春耕扩工兴学续赏诏》.md,.md,12879,b7cb321f7f19d868128e1b4286db0f0e4249e4a465cf45686e69d2c407f4382d,2026-07-30T15:11:05-05:00,2026-07-30T23:40:54-05:00,崇祯9年,春,正式提交诏书,正式提交（目录推定）,否,是（7）,否,否,01_季度回合/崇祯9年/春/正式诏书原文/崇祯9年春《固边收陕保春耕扩工兴学续赏诏》.md,0.91,引用示例: data/edicts.json | data/game_state.json | uploads/index.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯9年春追加《敕建京西军械总厂分期试产考成诏》.md,崇祯9年春追加《敕建京西军械总厂分期试产考成诏》.md,.md,14069,6241f7e4391a645a66885fa6dd7b9674a33d49d82a07631177148c5efaa76ef2,2026-07-30T22:19:16-07:00,2026-07-30T22:19:16-07:00,崇祯9年,春,正式提交诏书,正式提交（目录推定）,否,否,否,否,01_季度回合/崇祯9年/春/正式诏书原文/崇祯9年春追加《敕建京西军械总厂分期试产考成诏》.md,0.91,正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯9年秋《三层军制核兵练军补给扩械防疫诏》.md,崇祯9年秋《三层军制核兵练军补给扩械防疫诏》.md,.md,12704,8171769b7001afef98329b7601fe061124d6f069ab77dea4fd1ee671ef9017c0,2026-07-30T23:03:09-07:00,2026-07-30T23:19:18-07:00,崇祯9年,秋,正式提交诏书,正式提交（目录推定）,否,是（1）,否,否,01_季度回合/崇祯9年/秋/正式诏书原文/崇祯9年秋《三层军制核兵练军补给扩械防疫诏》.md,0.91,引用示例: data/edicts/崇祯9年秋三层军制核兵练军补给扩械防疫诏.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯9年秋《御前整饬兼差一次养廉安民诏》.md,崇祯9年秋《御前整饬兼差一次养廉安民诏》.md,.md,4680,d73e72ec0d80223a3f8f75965681ed04aead578784a39806ae8307eb38ca7a4c,2026-07-31T00:22:39-07:00,2026-07-31T00:22:39-07:00,崇祯9年,秋,正式提交诏书,正式提交（目录推定）,否,否,否,否,01_季度回合/崇祯9年/秋/正式诏书原文/崇祯9年秋《御前整饬兼差一次养廉安民诏》.md,0.91,正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯一年冬《多司联查反腐行一条鞭考成法赈陕诏》.md,崇祯一年冬《多司联查反腐行一条鞭考成法赈陕诏》.md,.md,13296,6204a70735d0d234cba79b1036d0e22d32436a7122384e5ab9a3cef202d35a16,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯1年,冬,正式提交诏书,正式提交（目录推定）,否,否,否,否,01_季度回合/崇祯1年/冬/正式诏书原文/崇祯一年冬《多司联查反腐行一条鞭考成法赈陕诏》.md,0.91,正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯三年冬《开源节流宽考恤军抚绅平党诏》.md,崇祯三年冬《开源节流宽考恤军抚绅平党诏》.md,.md,12208,474ca40b34161d596ead8b05efcd32366a0fea76cc0f5500a10d8731c2476d06,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯3年,冬,正式提交诏书,正式提交（目录推定）,否,是（2）,否,否,01_季度回合/崇祯3年/冬/正式诏书原文/崇祯三年冬《开源节流宽考恤军抚绅平党诏》.md,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯三年夏《防蝗剿寇核账肃贪诏》.md,崇祯三年夏《防蝗剿寇核账肃贪诏》.md,.md,8616,70cb09b8642bbddef225d3c79686dcb5514a5d91bef33de7d064704c573218e1,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯3年,夏,正式提交诏书,正式提交（目录推定）,否,是（2）,否,否,01_季度回合/崇祯3年/夏/正式诏书原文/崇祯三年夏《防蝗剿寇核账肃贪诏》.md,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯三年春《勤王定陕修渠防蝗通商核账诏》.md,崇祯三年春《勤王定陕修渠防蝗通商核账诏》.md,.md,10845,c0984e9b03c9ce6fdabc80af2521876a6bb4f33ed3f5f990e659a7700dfa3467,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯3年,春,正式提交诏书,正式提交（目录推定）,否,是（1）,否,否,01_季度回合/崇祯3年/春/正式诏书原文/崇祯三年春《勤王定陕修渠防蝗通商核账诏》.md,0.91,引用示例: 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯三年秋《防炮禁泄抚绅灭蝗定陕诏》.md,崇祯三年秋《防炮禁泄抚绅灭蝗定陕诏》.md,.md,8104,05b1b8c731ca5ec079c51f9ce87d24de9de620b3afe1c8fb59b05cf72da90d8b,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯3年,秋,正式提交诏书,正式提交（目录推定）,否,是（2）,否,否,01_季度回合/崇祯3年/秋/正式诏书原文/崇祯三年秋《防炮禁泄抚绅灭蝗定陕诏》.md,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯二年冬《西南捷兵援陕防蝗固关诏》.md,崇祯二年冬《西南捷兵援陕防蝗固关诏》.md,.md,8030,9536adac6137f1c24edab94c0dec807628991f51c32d512c3cc3464409fea3fb,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯2年,冬,正式提交诏书,正式提交（目录推定）,否,是（1）,否,否,01_季度回合/崇祯2年/冬/正式诏书原文/崇祯二年冬《西南捷兵援陕防蝗固关诏》.md,0.91,引用示例: 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯二年夏《前置阻断己巳赈陕安边补充密诏》.md,崇祯二年夏《前置阻断己巳赈陕安边补充密诏》.md,.md,16388,f33e5b4af5cb98d0d367fcd1be6f94e3fe63b314ce86421b240016e654c4df6e,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯2年,夏,正式提交诏书,正式提交（目录推定）,否,是（3）,否,否,01_季度回合/崇祯2年/夏/正式诏书原文/崇祯二年夏《前置阻断己巳赈陕安边补充密诏》.md,0.91,引用示例: 大明档案/战略方略/崇祯二年夏己巳阻断与陕西江南危机综合参谋文稿.md | 大明档案/诏书全集/崇祯二年春《全国动员赈秦固边清饷安民诏》.md | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯二年春《东江镇制辽五策及辽西蓟宣均衡补充诏》.md,崇祯二年春《东江镇制辽五策及辽西蓟宣均衡补充诏》.md,.md,8911,fc6e08f0c3e64a3798fb397a9fbb3ef2122fe74d609991becb58ec879bf3f7bd,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯2年,春,正式提交诏书,正式提交（目录推定）,否,是（2）,否,否,01_季度回合/崇祯2年/春/正式诏书原文/崇祯二年春《东江镇制辽五策及辽西蓟宣均衡补充诏》.md,0.91,引用示例: 大明档案/战略方略/崇祯二年春辽东均衡战略与东江五策综合参谋文稿.md | 大明档案/诏书全集/崇祯二年春《全国动员赈秦固边清饷安民诏》.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯二年春《全国动员赈秦固边清饷安民诏》.md,崇祯二年春《全国动员赈秦固边清饷安民诏》.md,.md,20544,bb4adc2e9215b6da62a3e36098685633d442b910c3db496cf59a5cf1a9d0dfb2,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯2年,春,正式提交诏书,正式提交（目录推定）,否,否,否,否,01_季度回合/崇祯2年/春/正式诏书原文/崇祯二年春《全国动员赈秦固边清饷安民诏》.md,0.91,正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯五年冬《守同定陕肃贪建仓抚绅诏》.md,崇祯五年冬《守同定陕肃贪建仓抚绅诏》.md,.md,12347,6c485d4ede9a8f9ff1668ebf9cafb21a072268a91c5f39b4423d65f47c972a2b,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯5年,冬,正式提交诏书,正式提交（目录推定）,否,是（6）,否,否,01_季度回合/崇祯5年/冬/正式诏书原文/崇祯五年冬《守同定陕肃贪建仓抚绅诏》.md,0.91,引用示例: data/history_records.json | uploads/index.json | 大明档案/战争记录/战争记录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯五年春《救同截陕晋续撤辽节财防疫诏》.md,崇祯五年春《救同截陕晋续撤辽节财防疫诏》.md,.md,10597,fe145ea29541e4be68d53e4c2392bbac1a8e354e1022cff8b32b24a28522e0ec,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯5年,春,正式提交诏书,正式提交（目录推定）,否,是（2）,否,否,01_季度回合/崇祯5年/春/正式诏书原文/崇祯五年春《救同截陕晋续撤辽节财防疫诏》.md,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯五年秋《防虏报复定陕肃贪建仓抚绅诏》.md,崇祯五年秋《防虏报复定陕肃贪建仓抚绅诏》.md,.md,11756,19ca3b7058a636594bf9ebf642d3b462187883b4dc22f5c2fbad18fbf534f225,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯5年,秋,正式提交诏书,正式提交（目录推定）,否,是（2）,否,否,01_季度回合/崇祯5年/秋/正式诏书原文/崇祯五年秋《防虏报复定陕肃贪建仓抚绅诏》.md,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯六年冬《调军定陕宣捷推种补农诏》.md,崇祯六年冬《调军定陕宣捷推种补农诏》.md,.md,17690,0172c442059c1a38a27df4bf4f361e10f801f6896b8aa5c3bf3527401a703dda,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯6年,冬,正式提交诏书,正式提交（目录推定）,否,是（2）,否,否,01_季度回合/崇祯6年/冬/正式诏书原文/崇祯六年冬《调军定陕宣捷推种补农诏》.md,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯六年夏《重赏开科救疫赈旱清边兴农核贪诏》.md,崇祯六年夏《重赏开科救疫赈旱清边兴农核贪诏》.md,.md,11759,38073b8e1fec8d85b1479b6f413c75e01b1894978a2fe4714b6cac353defb224,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯6年,夏,正式提交诏书,正式提交（目录推定）,否,是（2）,否,否,01_季度回合/崇祯6年/夏/正式诏书原文/崇祯六年夏《重赏开科救疫赈旱清边兴农核贪诏》.md,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯六年秋《六辅分任扩军推种赈疫安绅核贪诏》.md,崇祯六年秋《六辅分任扩军推种赈疫安绅核贪诏》.md,.md,9660,6bdd17e8c4f486e2f9bd39835f7006e706116c695a186efe0c2d64a8f121ada7,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯6年,秋,正式提交诏书,正式提交（目录推定）,否,是（3）,否,否,01_季度回合/崇祯6年/秋/正式诏书原文/崇祯六年秋《六辅分任扩军推种赈疫安绅核贪诏》.md,0.91,引用示例: uploads/index.json | 大明档案/国家态势/崇祯六年秋国家态势更新.md | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯四年冬《全国换防坚壁清野安军济国诏》.md,崇祯四年冬《全国换防坚壁清野安军济国诏》.md,.md,14560,4ac3fdc9bdccc6b50c2be7e50e989c99dc0be72995dd29c03ed99f5720c82012,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯4年,冬,正式提交诏书,正式提交（目录推定）,否,是（2）,否,否,01_季度回合/崇祯4年/冬/正式诏书原文/崇祯四年冬《全国换防坚壁清野安军济国诏》.md,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯四年冬《辽西坚壁清野安军抚派固关扰敌诏》.md,崇祯四年冬《辽西坚壁清野安军抚派固关扰敌诏》.md,.md,6059,2baedd0ca1d6102ad02ac3327dafe51582b91e8450bf1ff98c53f529b8ed3869,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯4年,冬,正式提交诏书,正式提交（目录推定）,否,是（2）,否,否,01_季度回合/崇祯4年/冬/正式诏书原文/崇祯四年冬《辽西坚壁清野安军抚派固关扰敌诏》.md,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯四年夏《续赈陕补东江验关开税节帑诏》.md,崇祯四年夏《续赈陕补东江验关开税节帑诏》.md,.md,8000,705f00920b429667c25c105396d1fde3c8395a23261384f33c12c514b3094dbd,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯4年,夏,正式提交诏书,正式提交（目录推定）,否,是（2）,否,否,01_季度回合/崇祯4年/夏/正式诏书原文/崇祯四年夏《续赈陕补东江验关开税节帑诏》.md,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯四年春《赈陕固关开商屯田诏》.md,崇祯四年春《赈陕固关开商屯田诏》.md,.md,9136,2fc30ea85940d9142d09df8d746095d429d52303974dd98f71ec8656fc1c3179,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯4年,春,正式提交诏书,正式提交（目录推定）,否,是（2）,否,否,01_季度回合/崇祯4年/春/正式诏书原文/崇祯四年春《赈陕固关开商屯田诏》.md,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯四年秋《六臣上考定陕固关开税禁炮恤军诏》.md,崇祯四年秋《六臣上考定陕固关开税禁炮恤军诏》.md,.md,7909,7314d3a3177ce23b57d33db5cbcce47c52fbc8eb209bad78619e2c4008287b19,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯4年,秋,正式提交诏书,正式提交（目录推定）,否,是（2）,否,否,01_季度回合/崇祯4年/秋/正式诏书原文/崇祯四年秋《六臣上考定陕固关开税禁炮恤军诏》.md,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/诏书全集.md,诏书全集.md,.md,326615,6fd0f5dd82a18640cae193e8a3d98d64c294c42e7c0c5745819d902c8a8818dd,2026-07-30T15:11:05-05:00,2026-07-30T23:40:54-05:00,崇祯1年,春,跨季度长期制度/名册/数据库,历史汇编,否,是（3）,否,否,02_长期档案/制度国策/诏书总索引.md,0.96,诏书汇编与结果摘要，不是单季正式提交稿；引用示例: skills/writeimperial/references/archive_map.md | 大明档案/战略方略/崇祯二年夏己巳阻断与陕西江南危机综合参谋文稿.md | 大明档案/战略方略/崇祯二年春辽东均衡战略与东江五策综合参谋文稿.md
大明档案/财政报告/崇祯10年夏财政与专项支出对账.md,崇祯10年夏财政与专项支出对账.md,.md,2670,0410fce5c9ad52b1bb6a73d646d2940ee0f7edb7291851cd57f154744e541e93,2026-07-31T02:50:56-07:00,2026-07-31T02:50:56-07:00,崇祯10年,夏,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/财政工商农业/崇祯10年夏财政与专项支出对账.md,0.93,
大明档案/财政报告/崇祯10年春四项授权冻结与财政对账.md,崇祯10年春四项授权冻结与财政对账.md,.md,3512,f6aec40e20dc0fa44ef3f206087081ec1a47bc9916ecf1c56fe6b9e0cea50d96,2026-07-31T02:10:45-07:00,2026-07-31T02:10:45-07:00,崇祯10年,春,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/财政工商农业/崇祯10年春四项授权冻结与财政对账.md,0.93,
大明档案/财政报告/崇祯10年秋财政国策与专项对账.md,崇祯10年秋财政国策与专项对账.md,.md,1219,9c8b05b240d6f8adeb6848d3666169b58ab786b2458a0239a95b2a9c259f94ec,2026-07-31T04:46:24-07:00,2026-07-31T04:46:24-07:00,崇祯10年,秋,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/财政工商农业/崇祯10年秋财政国策与专项对账.md,0.93,
大明档案/财政报告/崇祯11年夏财政中枢与专项支出对账.md,崇祯11年夏财政中枢与专项支出对账.md,.md,2393,87648725901dd490235b32bdd3d8f178dbb24d2268587f4922d55542f4e8c5e2,2026-07-31T12:31:28-07:00,2026-07-31T12:31:28-07:00,崇祯11年,夏,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/财政工商农业/崇祯11年夏财政中枢与专项支出对账.md,0.93,
大明档案/财政报告/崇祯11年春财政军制四社与谍网对账.md,崇祯11年春财政军制四社与谍网对账.md,.md,4261,718a4f65c65450a839049f97bcefdeb3a0eba01cfa7f5e9d61971b88f9053e88,2026-07-31T08:50:33-07:00,2026-07-31T08:50:33-07:00,崇祯11年,春,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/财政工商农业/崇祯11年春财政军制四社与谍网对账.md,0.93,
大明档案/财政报告/崇祯9年冬财政四分类与对账.md,崇祯9年冬财政四分类与对账.md,.md,1423,0992897355b342521a5616281572b659fdc6af8f46a1e4b9ebf4af471712bed4,2026-07-31T01:04:47-07:00,2026-07-31T01:04:47-07:00,崇祯9年,冬,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/财政工商农业/崇祯9年冬财政四分类与对账.md,0.93,
大明档案/财政报告/崇祯9年夏财政对账.md,崇祯9年夏财政对账.md,.md,1798,2b6425fca61d1929670cd0f8efedc69cc11adf96fb96a7b9e111b076b1ad7858,2026-07-30T22:45:25-07:00,2026-07-30T22:45:25-07:00,崇祯9年,夏,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/财政工商农业/崇祯9年夏财政对账.md,0.93,
大明档案/财政报告/财政报告.md,财政报告.md,.md,68145,bf6a1a6201d5cf1af94651fb5a800ebd2c2bf1bf9e877496c8c9ff0d18aa84b4,2026-07-30T15:11:05-05:00,2026-07-30T23:40:54-05:00,崇祯1年,春,跨季度长期制度/名册/数据库,历史状态,否,否,否,是：大明档案/战争记录/战争记录.md | 大明档案/皇帝日志/季度记录.md,02_长期档案/财政工商农业/财政报告.md,0.93,近似重复: 大明档案/战争记录/战争记录.md | 大明档案/皇帝日志/季度记录.md
大明档案/资料索引/上传资料目录.md,上传资料目录.md,.md,15833,ca1624f12e056667c724c77e86c676adaf23328e8555079fd5f07608444ca2a6,2026-07-30T15:11:05-05:00,2026-07-30T23:40:54-05:00,崇祯9年,春,跨季度长期制度/名册/数据库,历史状态,否,是（5）,否,否,02_长期档案/制度国策/上传资料目录.md,0.86,引用示例: skills/writeimperial/references/archive_map.md | web_app.py | 大明档案/国策路线/崇祯三年战略与制度国策文档包/上传说明.md
